ID,label
269,1
270,0
271,1
272,2
273,2
274,1
275,1
276,2
277,2
278,2
279,0
280,0
281,0
282,2
283,0
284,0
285,1
286,1
287,1
288,1
289,2
290,1
291,1
292,1
293,2
294,0
295,1
296,0
297,0
298,2
299,2
300,0
301,1
302,2
303,2
304,1
305,2
306,1
307,1
308,0
309,2
310,0
311,2
312,0
313,1
314,2
315,0
316,1
317,0
318,1
319,1
320,2
321,1
322,2
323,2
324,0
325,2
326,2
327,0
328,0
329,0
330,1
331,2
332,0
333,2
334,1
335,0
336,0
337,2
338,1
339,1
340,2
341,2
342,0
343,2
344,2
345,1
346,0
347,0
348,1
349,2
350,1
351,2
352,1
353,0
354,2
355,0
356,2
357,1
358,1
359,1
360,2
361,1
362,1
363,1
364,0
365,1
366,2
367,1
368,0
369,2
370,0
371,1
372,0
373,1
374,2
375,2
376,0
377,0
378,0
379,2
380,2
381,1
382,2
383,2
384,2
385,1
386,0
387,0
388,1
389,0
390,2
391,2
392,1
393,1
394,0
395,2
396,0
397,0
398,2
399,0
400,0
401,1
402,0
403,2
404,1
405,2
406,2
407,0
408,1
409,2
410,2
411,0
412,0
413,0
414,2
415,2
416,1
417,0
418,1
419,2
420,1
421,1
422,2
423,2
424,2
425,0
426,1
427,0
428,1
429,1
430,2
431,1
432,0
433,2
434,1
435,2
436,0
437,1
438,0
439,0
440,1
441,1
442,1
443,2
444,1
445,1
446,1
447,2
448,2
449,2
450,1
451,0
452,2
453,0
454,0
455,2
456,1
457,1
458,0
459,1
460,0
461,0
462,0
463,2
464,1
465,0
466,2
467,0
468,1
469,2
470,1
471,2
472,2
473,0
474,1
475,2
476,1
477,0
478,1
479,2
480,2
481,0
482,2
483,1
484,1
485,0
486,1
487,1
488,0
489,2
490,0
491,2
492,0
493,0
494,1
495,1
496,1
497,1
498,1
499,0
500,2
501,1
502,2
503,0
504,1
505,1
506,1
507,2
508,1
509,0
510,0
511,1
512,1
513,0
514,1
515,1
516,2
517,1
518,2
519,2
520,1
521,2
522,1
523,0
524,1
525,1
526,2
527,0
528,2
529,0
530,2
531,1
532,1
533,0
534,2
535,2
536,2
537,0
538,1
539,1
540,2
541,1
542,0
543,1
544,0
545,2
546,2
547,0
548,0
549,2
550,2
551,0
552,1
553,2
554,1
555,0
556,0
557,0
558,2
559,2
560,1
561,1
562,1
563,0
564,2
565,2
566,1
567,1
568,0
569,0
570,2
571,2
572,2
573,2
574,2
575,1
576,1
577,1
578,1
579,0
580,2
581,0
582,0
583,1
584,2
585,1
586,0
587,1
588,1
589,1
590,2
591,1
592,2
593,2
594,2
595,1
596,1
597,1
598,0
599,0
600,1
601,2
602,0
603,1
604,2
605,0
606,2
607,0
608,1
609,2
610,2
611,1
612,2
613,2
614,1
615,0
616,2
617,0
618,1
619,0
620,2
621,1
622,0
623,0
624,1
625,1
626,2
627,1
628,1
629,2
630,0
631,0
632,0
633,1
634,1
635,2
636,0
637,0
638,2
639,0
640,0
641,2
642,0
643,1
644,1
645,0
646,0
647,2
648,2
649,2
650,0
651,2
652,2
653,1
654,1
655,1
656,1
657,2
658,0
659,1
660,2
661,2
662,2
663,0
664,2
665,1
666,1
667,0
668,0
669,2
670,0
671,1
672,0
673,0
674,2
675,2
676,0
677,1
678,1
679,1
680,1
681,1
682,2
683,0
684,1
685,0
686,2
687,1
688,0
689,0
690,0
691,2
692,0
693,2
694,1
695,1
696,0
697,0
698,1
699,0
700,1
701,0
702,0
703,2
704,2
705,0
706,2
707,2
708,1
709,2
710,0
711,0
712,0
713,2
714,1
715,2
716,0
717,1
718,1
719,0
720,1
721,0
722,2
723,2
724,0
725,1
726,0
727,2
728,1
729,0
730,2
731,2
732,0
733,1
734,0
735,0
736,1
737,2
738,0
739,2
740,2
741,2
742,0
743,2
744,2
745,2
746,0
747,2
748,1
749,0
750,0
751,2
752,1
753,1
754,1
755,1
756,2
757,2
758,1
759,2
760,2
761,2
762,0
763,1
764,2
765,2
766,1
767,0
768,2
769,1
770,0
771,2
772,1
773,2
774,2
775,1
776,1
777,2
778,1
779,1
780,2
781,0
782,1
783,0
784,2
785,2
786,0
787,1
788,0
789,1
790,0
791,0
792,2
793,2
794,0
795,2
796,0
797,1
798,0
799,0
800,2
801,1
802,1
803,2
804,0
805,1
806,0
807,2
808,1
809,0
810,0
811,2
812,2
813,0
814,0
815,0
816,0
817,1
818,2
819,0
820,0
821,0
822,2
823,2
824,2
825,2
826,0
827,1
828,1
829,1
830,2
831,0
832,2
833,1
834,0
835,0
836,1
837,0
838,2
839,2
840,2
841,0
842,0
843,1
844,2
845,2
846,0
847,2
848,2
849,0
850,1
851,2
852,1
853,0
854,1
855,1
856,0
857,1
858,0
859,0
860,2
861,1
862,2
863,1
864,1
865,0
866,0
867,2
868,1
869,2
870,2
871,1
872,2
873,0
874,2
875,2
876,0
877,1
878,2
879,2
880,1
881,1
882,1
883,0
884,0
885,2
886,0
887,1
888,1
889,1
890,0
891,2
892,1
893,2
894,1
895,2
896,2
897,0
898,1
899,0
900,1
901,1
902,0
903,1
904,2
905,0
906,0
907,1
908,2
909,0
910,0
911,1
912,1
913,0
914,0
915,1
916,1
917,1
918,0
919,0
920,1
921,0
922,2
923,2
924,2
925,1
926,2
927,1
928,0
929,1
930,0
931,0
932,1
933,0
934,2
935,0
936,0
937,1
938,1
939,1
940,1
941,1
942,2
943,0
944,1
945,2
946,0
947,1
948,1
949,0
950,1
951,0
952,0
953,1
954,1
955,0
956,2
957,1
958,1
959,0
960,2
961,1
962,0
963,0
964,1
965,1
966,2
967,1
968,0
969,0
970,2
971,2
972,0
973,2
974,2
975,1
976,1
977,0
978,0
979,1
980,2
981,0
982,0
983,2
984,0
985,0
986,0
987,2
988,2
989,2
990,1
991,1
992,0
993,2
994,1
995,2
996,1
997,2
998,2
999,0
1000,1
1001,1
1002,2
1003,0
1004,2
1005,1
1006,2
1007,1
1008,2
1009,0
1010,2
1011,2
1012,1
1013,0
1014,2
1015,2
1016,0
1017,1
1018,2
1019,0
1020,1
1021,2
1022,0
1023,1
1024,1
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,2
1032,1
1033,2
1034,1
1035,1
1036,1
1037,1
1038,0
1039,1
1040,2
1041,1
1042,1
1043,2
1044,2
1045,0
1046,1
1047,0
1048,1
1049,1
1050,2
1051,0
1052,2
1053,2
1054,2
1055,1
1056,0
1057,2
1058,1
1059,2
1060,2
1061,2
1062,2
1063,0
1064,0
1065,2
1066,1
1067,0
1068,2
1069,2
1070,2
1071,1
1072,1
1073,0
1074,0
1075,2
1076,1
1077,2
1078,0
1079,2
1080,2
1081,2
1082,1
1083,0
1084,1
1085,0
1086,1
1087,2
1088,2
1089,1
1090,0
1091,1
1092,1
1093,0
1094,1
1095,2
1096,2
1097,2
1098,2
1099,0
1100,0
1101,1
1102,2
1103,1
1104,1
1105,0
1106,2
1107,0
1108,1
1109,2
1110,1
1111,2
1112,0
1113,1
1114,1
1115,1
1116,1
1117,1
1118,0
1119,2
1120,0
1121,0
1122,2
1123,1
1124,0
1125,0
1126,0
1127,1
1128,0
1129,2
1130,0
1131,2
1132,0
1133,0
1134,1
1135,1
1136,2
1137,1
1138,2
1139,0
1140,2
1141,1
1142,2
1143,2
1144,2
1145,0
1146,1
1147,0
1148,2
1149,1
1150,2
1151,0
1152,0
1153,1
1154,2
1155,1
1156,2
1157,0
1158,1
1159,0
1160,2
1161,2
1162,2
1163,1
1164,0
1165,0
1166,2
1167,0
1168,2
1169,0
1170,2
1171,0
1172,0
1173,2
1174,2
1175,2
1176,0
1177,0
1178,2
1179,1
1180,1
1181,2
1182,1
1183,0
1184,0
1185,2
1186,0
1187,1
1188,1
1189,2
1190,1
1191,1
1192,2
1193,1
1194,1
1195,2
1196,1
1197,0
1198,0
1199,2
1200,2
1201,2
1202,1
1203,2
1204,1
1205,1
1206,2
1207,2
1208,0
1209,1
1210,0
1211,2
1212,0
1213,1
1214,1
1215,2
1216,0
1217,1
1218,1
1219,1
1220,2
1221,0
1222,2
1223,2
1224,2
1225,1
1226,2
1227,0
1228,1
1229,2
1230,0
1231,0
1232,1
1233,1
1234,1
1235,0
1236,0
1237,2
1238,1
1239,1
1240,2
1241,1
1242,1
1243,0
1244,0
1245,2
1246,2
1247,2
1248,1
1249,1
1250,0
1251,2
1252,0
1253,2
1254,0
1255,2
1256,1
1257,1
1258,2
1259,1
1260,1
1261,2
1262,1
1263,2
1264,1
1265,0
1266,2
1267,0
1268,2
1269,1
1270,2
1271,1
1272,2
1273,2
1274,1
1275,1
1276,2
1277,1
1278,1
1279,0
1280,1
1281,2
1282,0
1283,2
1284,1
1285,0
1286,1
1287,1
1288,2
1289,1
1290,0
1291,0
1292,1
1293,0
1294,0
1295,1
1296,2
1297,0
1298,1
1299,2
1300,0
1301,1
1302,0
1303,2
1304,0
1305,2
1306,2
1307,0
1308,0
1309,2
1310,1
1311,2
1312,0
1313,0
1314,2
1315,1
1316,0
1317,0
1318,0
1319,0
1320,1
1321,2
1322,2
1323,0
1324,0
1325,2
1326,1
1327,2
1328,0
1329,0
1330,1
1331,0
1332,2
1333,0
1334,2
1335,0
1336,1
1337,1
1338,2
1339,1
1340,2
1341,2
1342,2
1343,2
1344,1
1345,2
1346,0
1347,1
1348,0
1349,1
1350,2
1351,0
1352,2
1353,1
1354,2
1355,0
1356,0
1357,1
1358,2
1359,1
1360,0
1361,0
1362,2
1363,1
1364,0
1365,0
1366,0
1367,2
1368,2
1369,2
1370,0
1371,2
1372,0
1373,2
1374,0
1375,1
1376,1
1377,1
1378,2
1379,2
1380,0
1381,1
1382,1
1383,2
1384,0
1385,2
1386,1
1387,1
1388,0
1389,0
1390,1
1391,2
1392,0
1393,2
1394,2
1395,1
1396,2
1397,2
1398,1
1399,0
1400,0
1401,1
1402,0
1403,1
1404,1
1405,1
1406,2
1407,1
1408,1
1409,1
1410,0
1411,2
1412,1
1413,2
1414,2
1415,0
1416,0
1417,0
1418,0
1419,1
1420,0
1421,2
1422,2
1423,1
1424,0
1425,1
1426,0
1427,1
1428,1
1429,2
1430,2
1431,0
1432,2
1433,1
1434,2
1435,0
1436,2
1437,0
1438,0
1439,2
1440,0
1441,1
1442,1
1443,0
1444,1
1445,1
1446,2
1447,2
1448,1
1449,2
1450,2
1451,0
1452,1
1453,0
1454,0
1455,1
1456,1
1457,0
1458,2
1459,1
1460,0
1461,1
1462,1
1463,2
1464,2
1465,1
1466,2
1467,0
1468,2
1469,0
1470,1
1471,0
1472,2
1473,1
1474,0
1475,1
1476,2
1477,2
1478,0
1479,1
1480,2
1481,2
1482,2
1483,1
1484,2
1485,2
1486,2
1487,0
1488,2
1489,1
1490,1
1491,1
1492,0
1493,1
1494,2
1495,0
1496,0
1497,2
1498,2
1499,2
1500,1
1501,2
1502,2
1503,2
1504,0
1505,0
1506,1
1507,1
1508,2
1509,1
1510,2
1511,0
1512,0
1513,0
1514,1
1515,2
1516,0
1517,0
1518,1
1519,0
1520,2
1521,2
1522,1
1523,0
1524,2
1525,1
1526,2
1527,2
1528,0
1529,1
1530,0
1531,1
1532,2
1533,2
1534,1
1535,0
1536,0
1537,0
1538,2
1539,0
1540,2
1541,1
1542,0
1543,0
1544,2
1545,1
1546,2
1547,2
1548,2
1549,0
1550,0
1551,2
1552,0
1553,0
1554,1
1555,2
1556,2
1557,0
1558,0
1559,1
1560,1
1561,1
1562,2
1563,2
1564,0
1565,0
1566,1
1567,0
1568,1
1569,0
1570,0
1571,1
1572,2
1573,2
1574,2
1575,0
1576,0
1577,1
1578,2
1579,1
1580,0
1581,0
1582,1
1583,2
1584,0
1585,1
1586,1
1587,1
1588,1
1589,0
1590,0
1591,2
1592,1
1593,2
1594,1
1595,0
1596,2
1597,0
1598,0
1599,2
1600,2
1601,2
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,2
1609,1
1610,0
1611,0
1612,1
1613,1
1614,0
1615,1
1616,2
1617,2
1618,1
1619,2
1620,2
1621,2
1622,2
1623,0
1624,2
1625,0
1626,1
1627,1
1628,0
1629,0
1630,2
1631,0
1632,0
1633,2
1634,2
1635,0
1636,2
1637,2
1638,0
1639,0
1640,2
1641,0
1642,2
1643,0
1644,2
1645,1
1646,0
1647,2
1648,2
1649,1
1650,0
1651,1
1652,1
1653,0
1654,0
1655,0
1656,2
1657,2
1658,2
1659,0
1660,0
1661,1
1662,2
1663,2
1664,2
1665,2
1666,1
1667,0
1668,1
1669,1
1670,0
1671,2
1672,1
1673,2
1674,1
1675,1
1676,1
1677,2
1678,2
1679,0
1680,2
1681,1
1682,1
1683,1
1684,0
1685,1
1686,1
1687,2
1688,0
1689,1
1690,0
1691,2
1692,1
1693,2
1694,2
1695,2
1696,0
1697,2
1698,1
1699,1
1700,1
1701,2
1702,2
1703,0
1704,2
1705,2
1706,2
1707,1
1708,0
1709,1
1710,0
1711,2
1712,0
1713,1
1714,2
1715,1
1716,1
1717,1
1718,1
1719,0
1720,1
1721,2
1722,0
1723,1
1724,2
1725,2
1726,0
1727,2
1728,1
1729,0
1730,2
1731,0
1732,1
1733,1
1734,2
1735,1
1736,1
1737,2
1738,1
1739,1
1740,0
1741,2
1742,1
1743,1
1744,2
1745,1
1746,1
1747,1
1748,1
1749,2
1750,2
1751,2
1752,2
1753,2
1754,0
1755,2
1756,0
1757,2
1758,1
1759,1
1760,2
1761,0
1762,1
1763,1
1764,0
1765,2
1766,1
1767,0
1768,0
1769,1
1770,2
1771,2
1772,1
1773,2
1774,2
1775,1
1776,2
1777,2
1778,2
1779,0
1780,0
1781,1
1782,1
1783,0
1784,1
1785,0
1786,0
1787,2
1788,0
1789,0
1790,0
1791,0
1792,2
1793,1
1794,2
1795,2
1796,1
1797,1
1798,2
1799,0
1800,2
1801,2
1802,2
1803,0
1804,2
1805,1
1806,1
1807,1
1808,0
1809,0
1810,2
1811,1
1812,0
1813,1
1814,1
1815,1
1816,2
1817,0
1818,0
1819,0
1820,0
1821,0
1822,2
1823,0
1824,1
1825,0
1826,1
1827,2
1828,0
1829,0
1830,1
1831,0
1832,0
1833,2
1834,0
1835,0
1836,2
1837,0
1838,1
1839,0
1840,2
1841,1
1842,1
1843,0
1844,2
1845,2
1846,1
1847,2
1848,2
1849,2
1850,0
1851,0
1852,2
1853,1
1854,2
1855,0
1856,0
1857,2
1858,1
1859,1
1860,2
1861,1
1862,1
1863,1
1864,2
1865,0
1866,0
1867,1
1868,2
1869,2
1870,0
1871,1
1872,1
1873,2
1874,0
1875,0
1876,0
1877,1
1878,1
1879,1
1880,1
1881,1
1882,1
1883,0
1884,2
1885,0
1886,0
1887,1
1888,2
1889,1
1890,1
1891,1
1892,2
1893,0
1894,0
1895,0
1896,0
1897,2
1898,2
1899,1
1900,1
1901,1
1902,0
1903,0
1904,0
1905,1
1906,0
1907,1
1908,1
1909,1
1910,0
1911,2
1912,2
1913,1
1914,2
1915,0
1916,2
1917,2
1918,2
1919,1
1920,1
1921,2
1922,0
1923,2
1924,1
1925,0
1926,0
1927,0
1928,0
1929,2
1930,2
1931,2
1932,0
1933,0
1934,1
1935,1
1936,0
1937,2
1938,1
1939,0
1940,0
1941,2
1942,1
1943,2
1944,0
1945,2
1946,2
1947,2
1948,2
1949,1
1950,1
1951,2
1952,1
1953,1
1954,0
1955,1
1956,1
1957,0
1958,0
1959,0
1960,0
1961,0
1962,2
1963,0
1964,0
1965,1
1966,2
1967,1
1968,0
1969,2
1970,2
1971,1
1972,2
1973,0
1974,2
1975,2
1976,0
1977,0
1978,0
1979,0
1980,0
1981,2
1982,1
1983,2
1984,2
1985,1
1986,0
1987,1
1988,1
1989,1
1990,0
1991,1
1992,0
1993,0
1994,0
1995,0
1996,0
1997,1
1998,0
1999,0
2000,0
2001,2
2002,2
2003,2
2004,2
2005,0
2006,2
2007,1
2008,1
2009,1
2010,1
2011,0
2012,2
2013,2
2014,0
2015,2
2016,2
2017,2
2018,1
2019,0
2020,2
2021,0
2022,0
2023,2
2024,0
2025,1
2026,2
2027,0
2028,1
2029,2
2030,0
2031,1
2032,0
2033,0
2034,1
2035,1
2036,0
2037,2
2038,0
2039,0
2040,1
2041,0
2042,2
2043,2
2044,2
2045,1
2046,1
2047,2
2048,2
2049,1
2050,2
2051,0
2052,1
2053,2
2054,2
2055,0
2056,0
2057,0
2058,0
2059,2
2060,1
2061,0
2062,1
2063,1
2064,0
2065,2
2066,2
2067,2
2068,2
2069,0
2070,1
2071,2
2072,0
2073,2
2074,2
2075,1
2076,2
2077,2
2078,1
2079,0
2080,0
2081,0
2082,2
2083,1
2084,0
2085,2
2086,0
2087,1
2088,0
2089,2
2090,1
2091,2
2092,2
2093,1
2094,1
2095,1
2096,1
2097,1
2098,2
2099,0
2100,1
2101,2
2102,0
2103,2
2104,2
2105,0
2106,1
2107,1
2108,1
2109,1
2110,0
2111,2
2112,2
2113,1
2114,1
2115,1
2116,2
2117,0
2118,0
2119,2
2120,0
2121,0
2122,2
2123,2
2124,0
2125,1
2126,2
2127,2
2128,1
2129,2
2130,2
2131,1
2132,0
2133,1
2134,2
2135,2
2136,1
2137,2
2138,2
2139,0
2140,2
2141,1
2142,2
2143,0
2144,2
2145,1
2146,1
2147,2
2148,0
2149,2
2150,0
2151,0
2152,0
2153,2
2154,0
2155,0
2156,1
2157,0
2158,2
2159,2
2160,1
2161,2
2162,1
2163,0
2164,1
2165,0
2166,0
2167,1
2168,0
2169,1
2170,0
2171,2
2172,1
2173,1
2174,0
2175,1
2176,0
2177,2
2178,0
2179,1
2180,0
2181,0
2182,1
2183,2
2184,2
2185,2
2186,1
2187,2
2188,2
2189,0
2190,2
2191,1
2192,1
2193,2
2194,0
2195,0
2196,1
2197,1
2198,2
2199,0
2200,1
2201,0
2202,0
2203,2
2204,2
2205,1
2206,0
2207,1
2208,1
2209,0
2210,1
2211,2
2212,0
2213,2
2214,2
2215,2
2216,2
2217,0
2218,2
2219,2
2220,0
2221,2
2222,0
2223,0
2224,1
2225,1
2226,0
2227,0
2228,0
2229,1
2230,1
2231,0
2232,1
2233,1
2234,1
2235,1
2236,0
2237,0
2238,1
2239,1
2240,2
2241,1
2242,2
2243,0
2244,2
2245,2
2246,0
2247,1
2248,1
2249,0
2250,2
2251,2
2252,2
2253,1
2254,0
2255,1
2256,2
2257,2
2258,1
2259,1
2260,1
2261,0
2262,2
2263,2
2264,1
2265,2
2266,0
2267,2
2268,0
2269,0
2270,0
2271,1
2272,1
2273,0
2274,2
2275,2
2276,2
2277,0
2278,0
2279,1
2280,2
2281,0
2282,2
2283,2
2284,1
2285,0
2286,1
2287,0
2288,0
2289,2
2290,1
2291,0
2292,2
2293,1
2294,0
2295,0
2296,2
2297,0
2298,1
2299,1
2300,0
2301,1
2302,0
2303,1
2304,2
2305,1
2306,0
2307,1
2308,0
2309,1
2310,0
2311,0
2312,1
2313,2
2314,1
2315,1
2316,1
2317,2
2318,2
2319,1
2320,1
2321,2
2322,2
2323,1
2324,0
2325,1
2326,1
2327,0
2328,2
2329,1
2330,1
2331,1
2332,0
2333,0
2334,2
2335,2
2336,2
2337,1
2338,1
2339,1
2340,0
2341,0
2342,0
2343,1
2344,0
2345,1
2346,2
2347,0
2348,2
2349,1
2350,2
2351,0
2352,1
2353,0
2354,2
2355,0
2356,2
2357,1
2358,0
2359,2
2360,0
2361,2
2362,2
2363,1
2364,1
2365,1
2366,0
2367,0
2368,2
2369,0
2370,0
2371,2
2372,0
2373,2
2374,2
2375,1
2376,0
2377,1
2378,1
2379,1
2380,0
2381,2
2382,0
2383,0
2384,2
2385,0
2386,0
2387,0
2388,1
2389,1
2390,1
2391,0
2392,0
2393,2
2394,1
2395,2
2396,0
2397,2
2398,1
2399,2
2400,2
2401,1
2402,0
2403,2
2404,1
2405,0
2406,1
2407,2
2408,2
2409,1
2410,1
2411,0
2412,1
2413,0
2414,2
2415,2
2416,2
2417,2
2418,0
2419,1
2420,1
2421,2
2422,1
2423,2
2424,2
2425,1
2426,2
2427,1
2428,2
2429,1
2430,2
2431,2
2432,1
2433,2
2434,1
2435,2
2436,1
2437,0
2438,2
2439,2
2440,0
2441,0
2442,1
2443,1
2444,1
2445,1
2446,1
2447,2
2448,0
2449,0
2450,0
2451,0
2452,2
2453,0
2454,0
2455,2
2456,2
2457,2
2458,2
2459,2
2460,1
2461,0
2462,2
2463,1
2464,0
2465,1
2466,2
2467,0
2468,1
2469,0
2470,2
2471,1
2472,1
2473,2
2474,1
2475,2
2476,1
2477,1
2478,2
2479,1
2480,1
2481,2
2482,1
2483,0
2484,1
2485,1
2486,2
2487,2
2488,1
2489,1
2490,2
2491,0
2492,2
2493,1
2494,0
2495,2
2496,0
2497,1
2498,1
2499,0
2500,2
2501,2
2502,0
2503,2
2504,2
2505,2
2506,2
2507,1
2508,2
2509,1
2510,2
2511,0
2512,1
2513,2
2514,2
2515,2
2516,1
2517,0
2518,1
2519,2
2520,1
2521,2
2522,1
2523,1
2524,0
2525,0
2526,0
2527,1
2528,1
2529,1
2530,2
2531,1
2532,1
2533,0
2534,2
2535,2
2536,1
2537,0
2538,0
2539,0
2540,0
2541,2
2542,2
2543,1
2544,0
2545,0
2546,2
2547,2
2548,1
2549,0
2550,2
2551,2
2552,2
2553,2
2554,0
2555,1
2556,0
2557,0
2558,0
2559,0
2560,1
2561,0
2562,1
2563,2
2564,1
2565,2
2566,0
2567,0
2568,2
2569,1
2570,1
2571,1
2572,0
2573,2
2574,2
2575,0
2576,2
2577,1
2578,1
2579,2
2580,0
2581,1
2582,1
2583,2
2584,0
2585,2
2586,2
2587,2
2588,0
2589,1
2590,0
2591,0
2592,2
2593,2
2594,2
2595,1
2596,0
2597,0
2598,2
2599,2
2600,1
2601,2
2602,2
2603,0
2604,1
2605,1
2606,2
2607,2
2608,1
2609,1
2610,1
2611,0
2612,2
2613,2
2614,2
2615,2
2616,2
2617,1
2618,0
2619,1
2620,0
2621,2
2622,2
2623,1
2624,2
2625,2
2626,1
2627,0
2628,1
2629,1
2630,0
2631,1
2632,1
2633,0
2634,2
2635,0
2636,0
2637,0
2638,0
2639,2
2640,2
2641,2
2642,0
2643,1
2644,0
2645,1
2646,2
2647,0
2648,1
2649,0
2650,2
2651,0
2652,0
2653,1
2654,0
2655,0
2656,1
2657,2
2658,2
2659,2
2660,2
2661,1
2662,1
2663,2
2664,1
2665,2
2666,1
2667,1
2668,2
2669,1
2670,1
2671,2
2672,2
2673,2
2674,2
2675,1
2676,0
2677,1
2678,0
2679,2
2680,0
2681,2
2682,0
2683,0
2684,2
2685,1
2686,0
2687,1
2688,0
2689,2
2690,2
2691,2
2692,1
2693,2
2694,0
2695,2
2696,2
2697,2
2698,2
2699,1
2700,2
2701,1
2702,2
2703,0
2704,1
2705,1
2706,0
2707,1
2708,1
2709,1
2710,1
2711,2
2712,2
2713,2
2714,0
2715,2
2716,2
2717,0
2718,0
2719,0
2720,2
2721,2
2722,1
2723,0
2724,1
2725,0
2726,2
2727,1
2728,1
2729,0
2730,0
2731,2
2732,2
2733,1
2734,1
2735,2
2736,1
2737,2
2738,2
2739,2
2740,1
2741,0
2742,0
2743,0
2744,0
2745,2
2746,2
2747,2
2748,0
2749,2
2750,2
2751,0
2752,0
2753,1
2754,2
2755,0
2756,2
2757,0
2758,1
2759,1
2760,2
2761,2
2762,2
2763,0
2764,2
2765,1
2766,2
2767,0
2768,0
2769,0
2770,1
2771,2
2772,2
2773,2
2774,0
2775,0
2776,0
2777,1
2778,0
2779,1
2780,1
2781,2
2782,2
2783,0
2784,1
2785,2
2786,0
2787,0
2788,1
2789,0
2790,0
2791,0
2792,1
2793,2
2794,2
2795,1
2796,0
2797,2
2798,2
2799,0
2800,1
2801,1
2802,1
2803,0
2804,1
2805,1
2806,0
2807,2
2808,0
2809,2
2810,2
2811,0
2812,1
2813,0
2814,0
2815,2
2816,0
2817,2
2818,0
2819,1
2820,2
2821,0
2822,0
2823,2
2824,0
2825,1
2826,1
2827,2
2828,0
2829,1
2830,1
2831,0
2832,2
2833,2
2834,2
2835,0
2836,0
2837,0
2838,2
2839,0
2840,0
2841,1
2842,1
2843,2
2844,0
2845,1
2846,0
2847,2
2848,0
2849,0
2850,1
2851,1
2852,2
2853,0
2854,2
2855,1
2856,2
2857,1
2858,1
2859,0
2860,0
2861,1
2862,2
2863,2
2864,2
2865,0
2866,0
2867,1
2868,2
2869,0
2870,1
2871,1
2872,0
2873,1
2874,0
2875,2
2876,2
2877,0
2878,0
2879,0
2880,0
2881,2
2882,2
2883,0
2884,1
2885,2
2886,1
2887,1
2888,2
2889,0
2890,0
2891,0
2892,2
2893,2
2894,1
2895,2
2896,1
2897,1
2898,0
2899,1
2900,1
2901,2
2902,1
2903,2
2904,1
2905,1
2906,0
2907,1
2908,0
2909,2
2910,2
2911,0
2912,0
2913,1
2914,2
2915,1
2916,2
2917,2
2918,2
2919,1
2920,2
2921,0
2922,2
2923,0
2924,2
2925,1
2926,0
2927,1
2928,2
2929,1
2930,1
2931,2
2932,1
2933,0
2934,0
2935,0
2936,0
2937,1
2938,0
2939,1
2940,0
2941,0
2942,2
2943,2
2944,1
2945,0
2946,1
2947,0
2948,0
2949,2
2950,0
2951,1
2952,0
2953,2
2954,0
2955,0
2956,0
2957,0
2958,2
2959,1
2960,0
2961,1
2962,1
2963,0
2964,2
2965,1
2966,1
2967,2
2968,1
2969,0
2970,1
2971,2
2972,2
2973,0
2974,1
2975,1
2976,1
2977,1
2978,2
2979,2
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,2
2987,2
2988,0
2989,1
2990,2
2991,1
2992,2
2993,1
2994,0
2995,2
2996,2
2997,0
